Beam,"ONSITE | Lead Software Engineer | New York | Full-Time | $108K-$116 + equityABOUT BEAM --
At Beam, our mission is to elevate social consciousness and build incentives for all brands to invest authentically in social issues affecting their communities, near and far. Beam is an app and integration that helps retail brands reach their highest-value young customers by empowering users to donate part of their purchases at partnered brands to causes they believe in.Beam just closed a venture-backed seed round with investors including Hearst. We're located in Hearst Tower in Columbus Circle.WHAT YOU'LL DO --
You'll will be tackling unique engineering challenges as we scale through our own native app and through an SDK that will be integrated into apps with millions of DAUs. You will architect and shape backend development and upkeep. This person will work closely with the CTO to develop the best long-term strategies for scale and security, and ultimately, help build the engineering department as Beam grows.Tech stack: Python / PostgreSQL / AWS (very open to change)Perks: Fully funded healthcare + flexibility with remote + in-building gym + subsidized cafeteria + working to empower people to maximize their social impact every day.LEARN MORE --
https://angel.co/beam-impact/jobs/288304-lead-software-engin...CONTACT ---
alex@beamimpact.comBeam Impact Inc. is an equal employment opportunity employer, and we welcome everyone regardless of their race, color, religion, sex, national origin, age, disability, veteran status or genetics. We are dedicated to providing an inclusive, open, and diverse work environment.
                      
                      reply"
Handy,"Software Engineers | NYC | ONSITEhttps://www.handy.com/careersHandy is changing the way the world buys services by connecting customers with vetted, independent, local service professionals in a fast, convenient and reliable way - at the tap of a button.We are a collaborative team of about 100 people across marketing, ops, customer support, product, data, finance and engineering, and our headquarters is located in the Flatiron District, NYC.Our stack is Javascript, Ruby on Rails, and MySQL but we believe that smart engineers from any background can become effective on our codebase quickly.I’m currently an Engineering Manager with almost 10 years of hands on software experience. Feel free to reach out to me directly at eabrahamsen[at]handy.com if you have any questions.Here is some recent news about Handy.https://techcrunch.com/2018/03/19/walmart-to-sell-handys-in-...https://www.inc.com/nina-ojeda/amazon-has-stiff-competition-..."
Twitter,"New York, NY or San Francisco, CA | Staff ML Modeling Engineer | Full-time | Onsite | VisaWho We Are:Twitter is your window into What's Happening in the world, live! As rich content continues to drive conversation, connection, and engagement on Twitter, product teams are focussed on surfacing a broad selection of compelling content to the user based on their interests.Our team, Cortex, is building technologies that enable product teams to create that experience. We are a team of ML engineers and researchers, trying to push boundaries of ML and personalization at Twitter. We work closely with ML product teams across the company (timelines, ads, recommendations, safety etc) to define, design and develop the core components that would enable them to deliver the desired experience to Twitter users.Example projects include:- Approximate Nearest Neighbor algorithms and related infrastructure at Twitter scale
- Embeddings models and algorithms
- Embedding infrastructure that allows teams to easily train, consume and share embeddings.Check out the opening here: https://careers.twitter.com/en/work-for-twitter/201811/staff..."
Citizen App,"Senior Software Engineers, Data Scientists, and Product Managers! | Manhattan, NYC | Full-time, Onsite https://www.citizen.com/Citizen is a web and mobile app on the mission to Protect the world by growing out a connected network of users protecting each other and their communities. We’re looking for passionate, mission-driven individuals to help take the Citizen app to the next level as we scale up new cities and expand globally.Positions:Senior Frontend Engineer |https://jobs.lever.co/citizen/44d4eb8d-097f-40f4-a162-37edb2...Senior Backend Engineer | https://jobs.lever.co/citizen/34b01f0c-366d-4c34-a195-b4c362...Data Scientists | https://jobs.lever.co/citizen/21ccc409-3dc2-4e61-82d7-6e3feb...Senior iOS Engineers | https://jobs.lever.co/citizen/38dea578-b6db-4386-9b0a-dadb7a...Product Managers | https://jobs.lever.co/citizen/32ecca07-acd9-44af-bc89-4c7e6f...Thanks!"
Asana (asana.com),"New York, NY | Software Engineer | Full-time | Onsite | VisaAsana's mission is to enable all teams to collaborate effortlessly. We're taking on the work management space and I have a fundamental belief that technology can help us all self-organize more efficiently and in return allow us to work more in our genius, achieving a state of flow more often. Asana delivers on this with our product and our culture.We're looking for Engineers who are passionate about creating a phenomenal culture that enables autonomy and responsibility while striving to building the best product possible because that's what we compete on.Our tech stack: Typescript / React and our own version of GraphQL (we built it before GraphQL was open sourced). Our version of GraphQL executes all queries as ""live"" by default. This means you do not need to worry about data changes when designing a feature.I joined because I was convinced that the incredible collaboration experiences I had in a small startup could be scaled up to big companies. Come work with me https://asana.com/jobs/apply/1163890/product-engineer"
Blockstack (YC S14),"New York, NY or Remote | Full-Time, Onsite or Remote | https://blockstack.org
Blockstack is a decentralized computing platform. It’s the easiest way to build decentralized apps that can scale. More info here -> https://blockstack.org/what-is-blockstackTo learn more about who we are, our engineering culture, and whether this is the right place for you, check out our careers page https://blockstack.org/careers/ and read our Key Values profile: https://www.keyvalues.com/blockstackOur open positions:* All Open Positions: https://jobs.lever.co/blockstack?lever-source=keyvaluesPriority roles include a UI Engineer, Product Designer, Head of Open Source, Head of Engineering, Product Marketer, and QA Engineer.Please email gina@blockstack.com with any questions.Blockstack PBC is proud to be an equal opportunity employer and deeply cares about building a diverse team. Benefits include remote work options, token grants in addition to equity compensation, and a budget for learning and education. We also offer 100% paid gold health benefits, daily lunch, and our NYC HQ is centrally located in Flatiron."
Kard Financial,"Senior Software Engineer, Senior DevOps Engineer, Software Engineering Intern – 2019 Summer | New York, NY | Full-Time | On-siteKard helps consumers maximize their credit card rewards programs while also helping our partners, card issuers, turn loyalty from an expensive, inefficient marketing channel into a profitable revenue channel. We are flipping an already $16B industry on its head, which comes with a host of interesting challenges, from refining our real-time recommendation algorithms, integrating with partner API's and building bank-level security and compliance tools.We are looking for several engineering and non-engineering roles including:-	Senior Software Engineer 
-	Senior DevOps Engineer
-	Software Engineering Intern – Summer 2019Check out our postings at: https://jobs.lever.co/getkardPerks to working with us at Kard
•	 Flexible health insurance, including dental/vision 
•	 Retirement plans 
•	 Unlimited vacation 
•	 Work from home (or anywhere you like!) on Fridays 
•	 We're dog friendly, and have a labradoodle (Kobi) in the office every dayCheck out our postings at: https://jobs.lever.co/getkard"
Carbon Five,"San Francisco, Santa Monica, Chattanooga, New York | Full-Time, Onsite | https://www.carbonfive.comCarbon Five is a digital product development consultancy. We partner with our clients to create exceptional products and grow effective teams. We work with numerous startups in addition to companies and organizations like Charles Schwab, Skype, National Geographic, and the San Francisco Museum of Modern Art.To learn more about who we are, our engineering culture, and whether this is the right place for you, read our Key Values profile: https://www.keyvalues.com/carbon-fiveHere are our open roles:- Senior Product Designer: https://www.carbonfive.com/careers/designer/?ref=keyvalues- Senior Developer (5+ years): https://www.carbonfive.com/careers/senior-developer/?ref=key...- Developer (2-5 years): https://www.carbonfive.com/careers/web-developer/?ref=keyval...Tech Stack: The majority of our work is in Rails, Node, and Java, but almost everything is up for grabs. The only tech we don’t work in is .NET and PHP."
Simon Data,"New York, NY | Full-Time (Remote/Onsite) | https://www.simondata.com/Meet Simon: We're the first and only enterprise customer data platform with a fully-integrated marketing cloud. Moving beyond the limitations of both categories, Simon’s platform empowers businesses to leverage enterprise-scale big data and machine learning to power customer communications in any channel. Simon’s unique approach allows brands to develop incredible personalization capabilities without needing to build and maintain massive bespoke data infrastructure.Our culture is rooted in organizational transparency, empowering individuals, and an attitude of getting things done. If you want to be a valuable contributor on a team that cultivates these core values we would love to hear from you.We're hiring for remote and onsite roles: Full Stack, Infrastructure, Data Scientists, Machine Learning, Data Engineers, and more!Check out our roles: https://www.simondata.com/careers"
Wonder,"Full-stack Software Engineer(s) | New York City (NYC) | ONSITE | https://askwonder.comWonder is a new kind of knowledge service that makes your brain scalable. We provide instant access to the intellect and fact-finding skills of a distributed network of analysts around the world. We enable anyone - from individuals up to Fortune 500s - to gain strategic knowledge when they need it most.We are looking for senior software engineers to join us in our beautiful office in Manhattan to help make the product and the organization that goes along with it.We're a team of thirteen engineers today but we expect to grow into a household name in NYC tech over the next few years and want your help to get there!You'll be an integral part of a startup with real traction, helping to scale both the product and your fellow colleagues. We care about building a diverse engineering organization and supporting each others' professional development.For engineering, we expect you to have at least a few years of professional experience including some experience with Node and/or React and an interest in working across the stack to build web applications.Current stack: Node.js, Typescript, Postgres, MongoDB, Heroku/AWSPlease use this link to apply: https://jobs.lever.co/askwonder/ae00c78f-7a92-4902-b804-bd48...Unfortunately we are unable to sponsor new visas at this time."
Airtame (https://airtame.com),"Copenhagen, Denmark| Full-time, Onsite/RemoteAirtame is a fast-growing startup. Our wireless streaming solution helps people work better. We are based in windy Copenhagen, but have an office in New York that takes care of our U.S. customers.We're currently hiring:* DevOps Engineer - Copenhagen, Denmark or Europe, remote (https://airtame.com/jobs/#devops-engineer).Our talented engineers are given significant ownership and responsibility over projects. We value rapid iteration, continuous integration and testing, and we are serious about producing high-quality, maintainable software. Frequent code reviews, linting, and pairing are all integral components of our engineering culture. We encourage experimenting with new technologies and constantly challenge ourselves to improve our code, processes, and systems.Get to know about our Engineering team: https://www.youtube.com/watch?v=4jUqPWEvMlgWe sponsor work visas for non-EU applicants."
SEC,"Application Developer | New York, NY | ONSITEWe're building the U.S. Securities & Exchange Commission’s next generation of analytic platforms to keep our markets safe, effective, and trusted. We’re looking for high-quality developers to design and build state-of-the-art, big data applications. Our world-class developers become full-stack experts and educated about the financial markets and security regulations.Join a small team of talented developers, capable researchers, and former finance people. We use a modern stack of python, pandas, JavaScript/Typescript, React, and other supporting technologies (e.g. flask, klein, Node, R, and kdb+/q).We’re hiring for 2 positions:1) Full-stack developer (3+ years of software development experience, proficient with some of our stack)2) Frontend developer (2+ years of frontend experience, proficient with some of our stack)The ideal candidate will also have some experience in:
- Cloud development
- Financial security markets/investing
- Data scienceIf you meet the above qualifications, please apply! We offer great pay and perks.Candidates must have worked/studied in US for a minimum of 3 years and be able to work onsite in New York City. For more information or to apply, please send your resume to careers@aretecinc.com."
DataEngConf,"Remote | Head of Content & Community | Full-time | https://www.dataengconf.com/no-bullshit-nycHakka Labs is building the top community of deeply technical data professionals worldwide. Our flagship event, DataEngConf, is attended and sponsored by companies like Google, Facebook, Netflix, Airbnb, Buzzfeed, Spotify, Lyft, Heroku and many more. Our network is comprised of data engineers, scientists, analysts and product managers - we connect them to share knowledge & career opportunities across their various disciplines of data science, machine learning, artificial intelligence, computer vision and other cutting edge data-driven technologies.I'm an engineer and the founder of the company. Come and help us grow our data community around the world. I'm happy to chat with any of the HN community about your interest.https://angel.co/hakka-labs/jobs/466940-head-of-content-comm..."
Common,"Senior Software Engineer, Senior Frontend Engineer | New York City, NY | Full-time | OnsiteCommon is the nation’s leading community-driven property manager, improving city living across 5 cities and for over 600 members. Using our signature approach to perfecting the modern rental experience, Common designs and operates coliving and traditional apartments in New York City, Chicago, San Francisco, Seattle, and Washington, D.C.Common was founded by General Assembly co-founder Brad Hargreaves and has raised over $65MM in venture funding.We are hiring for multiple positions and would love to chat if you are interested in our mission of improving how people live:Senior Software Engineer: https://boards.greenhouse.io/common/jobs/4114701002Senior Frontend Engineer: https://boards.greenhouse.io/common/jobs/4114729002All Open roles: https://boards.greenhouse.io/common"
Teachers Pay Teachers,"New York, NY | Full Time | Engineering Manager | Senior Software Engineer | https://www.teacherspayteachers.com/Teachers Pay Teachers (TpT) is the largest marketplace of resources, knowledge, and inspiration that teachers need to teach at their best created by other teachers.If you haven't heard of TpT, it's an incredible success story (https://www.forbes.com/sites/lilyjones/2018/07/19/teacher-po...) having a huge impact in the K-12 world used by over 2/3 of U.S. teachers with over 3.5 million resources that have been downloaded over 1 billion times.Looking for an awesome engineering culture, a focus on diversity, solid leadership having a positive impact on the world, and the opportunity to solve really interesting problems using great tools (Elixir, React, Machine Learning, Kubernetes, service-oriented architecture)? You should consider TpT!We are hiring for many roles in including:- Engineering Manager- Technical Lead- Senior Software EngineerCheck out our great reviews on Glassdoor:
https://www.glassdoor.com/Overview/Working-at-Teachers-Pay-T...Email me at kevin.friedman@teacherspayteachers.com if you'd like to learn more!"
Fluidly,"Senior Engineers | London, UK | Onsite | http://www.fluidly.comFluidly is a fintech venture that's using ML / AI to help small businesses to manage, forecast and optimise their cashflow. We've last closed a £5M series A, raising from leading VC's Nyca, Octopus, and Anthemis. We need senior Python, DevOps and Node engineers to help us scale our system as we continue our growth journey. We're a really tight-knit team with an excellent culture - communication and collaboration skills are every bit as important to us as technical ones.We're growing rapidly and getting great buzz. This is a fab time to join - post-Series A with excellent runway and great technical challenges and personal growth opportunities. You'll be reporting directly to the CTO. Our office is in Holborn and it's full time on site. Salary is competitive and flexible, with a separate personal training budget.Our tech stack: React, Redux, Node, Postgres, MongoDB, RabbitMQ, Redis, Docker, Kubernetes, Python, Airflow, GCP Dataflow, etc.Experience: 5+ years professional experience. Fintech / finance/ startup/ SaaS experience all helpful but not required.Skills: Core python and/or javascript with and without frameworks. Core programming and software engineering. Problem solving. Attention to detailPersonal attributes: Curious, humble, quick to learn. passion for technology and startupsJob specs and applications here: https://fluidly-london.workable.com/ or email lewi AT fluidly.com"
ETFLogic,"Quantitative Developer | New York, NY | On Site | https://www.etflogic.io | Full Time |ETFLogic is a fintech data company. We helps our clients - ETF Issuers, Traders, Investment Managers - make better investment decisions with Exchange Traded Funds and grow their assets. ETFs hold in excess of $5 trillion in assets globally. That number is projected to reach $30tr by 2030. Investor demand continues to drive innovation and complexity in the ETF landscape. We empower ETF ecosystem members to better understand what is “under the hood” and gain an edge in investment trading decisions.We are building quantitative tools, deep analytics and trading signals around ETFs and their underlying assets. Some of our key areas of focus are in ETF intraday (fair-value) pricing, portfolio construction and optimization, fixed-income pricing and factor analysis.Our tech stack is JS, React, Python, AWS, kdb+/qPrior experience in finance or ETFs is not necessary.We are currently a small team of 4 and looking to expand. We are well funded with a strategic VC.Please reach out with your resume: info at etflogic dot io."
Underdog.io,"New York | Onsite | https://underdog.io
Underdog.io, a talent marketplace, is hiring a backend engineer in New York. This role will have ownership over backend and DevOps on our Python (Flask) and JavaScript-based stack.Underdog.io is a small, revenue-funded company where everyone’s contribution and decision-making is directly impactful. Ideal candidates have the skills and initiative to think deeply about everything from code quality to internal processes to the broader market in which we operate. Specifically, we’re looking for someone with:- Server-side development experience in Flask or a similar framework (Django, Express, etc.).- Client-side development experience, preferably using a JS library like React or AngularJS.- A deep understanding of HTTP and RESTful API design.- Familiarity with SQL databases (we use PostgreSQL) and general data modeling practices.- Experience managing AWS environments and working with DevOps tools (Jenkins, Docker, etc.).- A desire to contribute to open-source projects.Email chris+hn@underdog.io if you’re interested in learning more. No agencies, recent grads, or visa candidates, please."
Kensho Technologies,"Data Scientists/Engineers across the stack | Full-time/Onsite | (Cambridge/Boston)/NYC/DC/LAKensho is a leading analytics and machine learning company serving the financial, healthcare, and national security sectors.Kensho was the largest A.I. acquisition in history by S&P Global - we will continue to operate independently and remain a distinct brand. We're backed by investors as diverse as S&P Global, Google, Goldman Sachs, and In-Q-Tel (the venture arm of the CIA). We recruit world-class engineers, data scientists, designers, scientists and researchers, many of whom have PhDs in scientific disciplines. We have a spectrum of opportunities in Harvard Square, New York City, and Washington, D.C. for individuals with the right scientific and computing skills. To see all open positions visit:https://www.kensho.com/careers"
Dstillery,"Senior Software Engineer | New York City | Full-Time | ONSITEDstillery is a leader in applied data science, helping companies unlock growth by finding and targeting their highest value prospective customers.We're seeking a quality-focused Senior Software Engineer who wants to learn about large systems and how hard problems related to scale are solved.  We currently handle over 100 billion events per day and we're growing strong and need someone who can help us handle billions more.Tech Stack: Java, Spring Boot, Javascript, Vue.js, MySQL, PostgreSQL, Hadoop, Hive, Kafka, Spark, Storm, Cassandra.Experience with these is a big plus, but if you've never used some of these technologies before that's fine too. If you write clean, tested, working code, think through problems, and know how to ship, we want to talk to you.To apply: https://hire.withgoogle.com/public/jobs/dstillerycom/view/P_..."
Stay Wanderful,"Software Engineers, ML Engineers, UX, Design | New York, NY | On-siteStay Wanderful is a multi-sided platform with a new take on loyalty. We connect consumers, hotels, and merchants, driving business growth for our partners through instantly gratifying, personalized rewards via machine learningWe're pre-series A, which translates to small size and big impact. We're looking for a few more software engineers to help out with these mission critical projects: dynamic content optimization, personalization, machine translation, self-serve design editors, email marketing capabilities, data engineering. We operate in a microservices, machine learning friendly architecture, with a handful of django rest apps, Vue 2.0 front end, and scalable distributed data processing apps on AWS.Apply here: https://hire.withgoogle.com/public/jobs/staywanderfulcom/vie..."
DataDome,"NYC / Paris | Full Time | Onsite or Remote
https://datadome.co https://docs.datadome.co/Bot hunters is a full time job! With our proprietary SaaS cybersecurity technology, we detect and manage non-human traffic in real-time to protect our clients’ websites and APIs.Named as a Strong Performer by Forrester, DataDome is a growing cybersecurity pioneering in bot detection and protection for content publishers, eCommerce websites and advertisers across the world. We handle and protect more than 4 billions daily below 3ms (99p).Our stack:• Stream data processing: Kafka / Flink / Elasticsearch• Real time detection engine: Java / Scala• Webservers modules (nginx,haproxy…): C++ / C#, nodeJS, lua• Infrastructure: 100VM (AWS/Azure/baremetal)• Dashboard: Angular6 / symfony3We’re expanding our team and are looking to hire:• Senior Software Engineer : Java, Scala, C++• Data Engineer / Data Scientist : Scala, Java, Python• Support & Onboarding Manager• FullStack Web Engineer : Angular5 / symfony3Join us: apply@datadome.co"
Journey Meditation,"NYC | iOS Developer (Swift) | Product Designer | Full Time | OnsiteWe believe that meditation is more powerful when done with others so we’re building the world’s first LIVE, group meditation app - think Peloton for meditation. We just raised our first institutional round and are expanding our team!We’re seeking an iOS Developer & Product Designer w/3-4yrs experience to join us in bringing live group meditation to the masses.For full job descriptions and to apply:iOS Developer: https://journey-meditation.workable.com/jobs/873455Product Designer: https://journey-meditation.workable.com/jobs/880698Please reference HN in your application!
                      
                      reply"
Red Balloon Security,"New York, NY | Full time and Interns | Onsite | Visa welcome | Undergraduate, Masters, PhD| Rolling start dates/application deadline|redballoonsecurity.comAbout Us:
Red Balloon Security is a venture backed startup cyber security company headquartered in New York City. Our mission is to provide embedded device manufacturers with strong host-based firmware security. We believe all embedded devices require strong protections against malware and intrusions, and seek to provide these protections to our customers.Our key markets include enterprise equipment, automotive, aviation, unified communications, SCADA, Internet-of-Things, network infrastructure and more. There is a vast universe of vulnerable embedded devices deployed around the world that need security.We have created a means to inject our Symbiote host-based security technology onto any device, regardless of CPU type, regardless of functionality, regardless of operating system and without changing the performance and functionality of the device. We do not require access to customer source code, nor do we require manufacturers to change their product design to accommodate our security solution.Red Balloon Security offers a full benefits package, 401k, a generous vacation policy, and paid health and dental plans. The company is located in Midtown West in New York City. We are an Equal Opportunity Employer of minorities, women, protected veterans, and individuals with disabilities.Open Positions:Security Researcher / Security Software Engineer 
Python Engineer
Business Intelligence AnalystSecurity Intern
Business Intelligence InternMore detailed job descriptions: https://redballoonsecurity.com/jobs/
To apply, email jobs@redballoonsecurity.com. Make sure to include what job you are looking for in the subject line!"
Better Mortgage,"Software Engineer, Data Engineer | New York | Full Time | Onsite (part time remote)Help us hack a thirteen trillion dollar industry by building a product that will allow more people than the status quo to own a home and build wealth rather than rent for life. Our tech team is small, and you will be a big part of defining the technical direction and culture. We encourage proposals for projects off the beaten path, experimentation with different frameworks and libraries, and doing as you see fit to solve problems.We also offer above-market compensation and equity, as well as full benefits. Part-time remote is great with us, although we are looking for candidate who can spend some significant fraction of your time at our office at the World Trade Center in NY.Voted 10th Best Place to work in NYC by Crain's.Apply here or email me for more information
https://boards.greenhouse.io/better/jobs/60759"
Broadway Technology,"Software Consultant, London. Front-End Software Engineer, Waterloo, Ontario Canada. Security Master Operations Lead, Austin, Toronto, Waterloo, NYC.  Trading Operations Specialist, London. Product Management.  Fixed Income Software Sales, London.Austin, London, New York, Toronto, Waterloo | ONSITE, FULL TIME, VISABroadway Technology develops high-performance distributed trading systems for leading financial institutions. Primary development languages are C++ (especially for latency-sensitive components), Python, and C#. Compensation and benefits are competitive, including the non-financial side: https://www.broadwaytechnology.com/careers#life-at-broadwayVisit http://careers.broadwaytechnology.com for formal job descriptions and to apply, or email jcowans@broadwaytechnology.com and mention Hacker News!"
Forensiq (https://impact.com/ad-fraud-detection/),"New York, NY | Software Engineers | Full-time | Visa | Onsite
Our small and highly-collaborative team is on a mission to empower adtech/martech with analytics tools which prevent and measure fraud across many channels. We tackle many challenging software engineering and algorithmic problems. Our distributed platform processes TBs of data daily; handles high-throughput request rates and low-latency response times while being highly-available across the globe.Email me directly if interested.Stan Rosenberg VP of Engineering stan.rosenberg@impact.com | https://www.linkedin.com/in/scieneer/
                      
                      reply"
MD.ai,"Front-End Engineer | New York, NY (NYC) | Full-time or Part-time | ONSITE or REMOTE | https://www.md.aiWe are a medical machine learning platform helping doctors and researchers build medical AI, with the ultimate goal of improving patient care. We help build high-quality labeled datasets for both training and clinical validation, as well as tools for model deployment and execution. Some of our unique challenges include: operating in HIPAA-compliant environments, handling of huge medical imaging/text/genomic datasets, managing machine learning model lifecycles, and building complex web applications with UI/UX appealing to both doctors and engineers alike.Looking for: experienced React/Vue/GraphQL developers, or junior developers eager to learn. Experience or interest in medical imaging, medical informatics, or machine learning is definitely a plus but not a requirement.Please email us directly at jobs@md.ai."
Interactive Brokers,"Compliance Technology Programmer | Greenwich CT | Full Time | Onsite | www.interactivebrokers.comThis is a great opportunity for someone looking to break into the Fintech industry. We are a small technology group seeking a self-starter that enjoys the craft of coding and developing innovative solutions. The ideal candidate is someone who can communicate well with the business side and take a project from conception to a finished project. We offer mentorship from seasoned, senior developers. Our offices are a short walk from the Greenwich Connecticut train station, which is a 45 minute ride to New York City.Apply Onlinehttps://careers-interactivebrokers.icims.com/jobs/1777/progr..."
BlindData,"Software Engineer | New York | Full-Time | $100k-150kBlindData discovers the most talented software engineers in the country through our groundbreaking assessment platform and matches them with the best home. Get recognized, hired and rewarded.About the role:-Collaborate with our testing problem contributors to author, edit and deploy coding challenges on our platform.-Constantly enhance platform performance and help scale our system as we grow.-Create experiences for app and web environments.-Partner with Lead Developer and CTO on various projects.-Manage individual project priorities, deadlines and deliverables.-Maintain and iterate on company website and overall user experience for candidates and partners.-Work on a small, agile and growing team to help us build out the business and expand our user base.Applicants should be highly skilled in at least one of Python, C++, Java and PHP. We are a small but growing company looking to hire top technical talent.If you are interested in applying, please email info@blinddata.com"
Petal,"New York, NY | Infrastructure, Security, and Backend Engineers | Remote OK (U.S.)Petal is a credit card for people without a credit history. We make lending decisions by using machine learning to analyze someone's cash flow, which allows us to evaluate risk far more accurately than the traditional credit score-based model.Some press we've received: https://techcrunch.com/2018/10/02/petals-no-fee-credit-card-...Tech stack: https://stackshare.io/petalPlease apply here: https://jobs.lever.co/petalcard?lever-origin=applied&lever-s..."
Quobyte,"Santa Clara, Berlin or Remote | Full-time | Remote | https://www.quobyte.com/
Quobyte is a high-performance distributed parallel POSIX file system designed to handle a broad range of workloads from classic HPC and ML to VMs and databases. Our customers include Fortune 500 companies, research institutes, and innovative SaaS companies.We are looking for self-starters that can help our customers size and deploy Quobyte on prem and in the cloud, integrate with kubernetes or OpenStack and support them running their diverse applications on Quobyte.We are currently looking for: Sales Engineer/Architect EMEA - UK or Germany Sales Engineer/Architect US - Chicago or New YorkFor detailed job descriptions please visit https://www.quobyte.com/careers.Send your CV to work@quobyte.com."
Squarespace,"Software Engineers, SRE Database, Product Managers, Data Science, Tech Writers, Email Marketing and more | New York, NY | Full-time | OnsiteCome help us make the web beautiful! We’re looking for people to join the team who are as excited as we are to help build the platform that empowers the future generation of creators to be successful online.Some of the perks: Full 100% health insurance coverage for you and your family, catered lunch, unlimited vacation, 401k matching, parental leave and more.Senior SRE Database Engineer: https://grnh.se/47df3a2e1Senior Software Engineer, Infrastructure Backend: https://grnh.se/a9d2a1711 (I'm the hiring manager)Senior Software Engineer, Front-End: https://grnh.se/7a1e522d1Senior Software Engineer, Android: https://grnh.se/2e831d851Senior Software Engineer, IOS: https://grnh.se/d875786d1Software Engineer - Test Tools & Infrastructure: https://grnh.se/uve5fywc1Product Designer: https://grnh.se/59ca65cb1Product Manager: https://grnh.se/cb1c33591More open positions and info can be found here (this is a general referral link): https://grnh.se/t56ne5qy1If interested please apply through the links above. For questions reach out at: ilustig[at]squarespace[dot]com
                      
                      reply"
Asana,"New York City, San Francisco, and Vancouver | Onsite | https://asana.com/jobsAsana is a leading work management platform for teams, on a mission to help humanity thrive by enabling all teams to work together effortlessly. More than 50,000 organizations and millions of users across 195 countries rely on Asana to focus on the work that matters, including Airbnb, Disney, KLM Air France, NASA, Uber and Vox Media. Our highly recognized culture spurs innovation and business results, and for the last two years, Asana has been named a Top 5 Best Place to Work by FORTUNE and one of Glassdoor’s Best Places to Work.Some open roles:* Software Engineer, Android: https://asana.com/jobs/apply/874148/software-engineerandroid...* Software Engineer, iOS: https://asana.com/jobs/apply/874145/software-engineerios?ref...* UI Engineer: https://asana.com/jobs/apply/883194/ui-engineer?ref=keyvalue...* Product Engineer: https://asana.com/jobs/apply/1284781/product-engineer?ref=ke...To learn more about who we are, our engineering culture, and whether this is the right place for you, read our Key Values profile: https://www.keyvalues.com/asana"
PAXOS,"NYC(HQ) & LONDON & SINGAPORE | Onsite, Full-time | Building a Frictionless, Global Economy
Paxos is building a future where all assets-- from money to gold to securities--will be digitized and move instantaneously, 24/7. Settlement risk will cease to exist, so trillions of dollars of trapped capital can go to work in a global, frictionless economy.Today, as the first regulated Trust company with blockchain expertise, Paxos is uniquely positioned to mobilize and custody them digitally.We do a lot of work with Go, Python, and Kotlin - but we are more interested in speaking to curious engineers, regardless of your technical stack.--------------------------------------------------------------------------------------------------------------------------------------We’ve raised 93M in funding, with a recent 65M Series B. We have engineering teams in NYC and London, and are hiring:-Sr. Software Engineers 
https://www.paxos.com/careers/sr-software-engineer/-Engineering Directors https://www.paxos.com/careers/engineering-director/-Product Managers https://www.paxos.com/careers/senior-product-manager-2/-SRE's & SRE Managers http://www.paxos.com/careers/senior-site-reliability-enginee....Read more: www.paxos.com/careers/email me at amckinley@paxos.com for more information or to set up a quick chat!"
Octopart,"New York City | Multiple Positions | Full Time | OnsiteOctopart (YC W07) is a search engine for electronic parts. Think Kayak, but facilitating the growth of the Internet of Things (IoT). Every month, 900,000+ electrical engineers and part buyers use Octopart to find parts, research pricing and availability, find datasheets, and select components for new designs.You'll be part of an entrepreneurial and supportive company whose employees genuinely enjoy working together to overcome interesting challenges.We use: Linux, Python, Go, MySQL, Elasticsearch, Looker, Redshift, AWS.Open Positions: Director of Operations, Part Data * Sr. Product Designer ( UX Designers encouraged to apply )Contact: jobs @ octopart.comFull position details and info to apply: https://octopart.com/jobs"
HyperScience,"New York, NY | Onsite | Full Time | https://hyperscience.com/We’re looking for:-DevOps Engineers-Frontend Engineers-Product Managers-Designers (director/senior level)-Sales EngineersAt HyperScience, we help organizations better serve their clients by automating data entry.
It’s a deceptively complex use case with large implications. Slow or inaccurate data entry can lead to poor customer experiences or even affect the delivery of important government services.  Our machine learning-driven software is proven to minimize errors while maximizing speed - all while ensuring security and keeping a focus on the end user experience.We offer competitive salaries and great benefits (401k matching, parental leave, generous vacation allotment & more)Apply here: https://hyperscience.com/careers"
Barefoot Coders,"Full Stack Engineer - Delectable | New York, NY | FULL-TIME, REMOTEWe're looking for an experienced full-stack engineer, to work on building and maintaining Delectable - an active social network for wine lovers. Ruby, ES6, Swift, Kotlin; Mongodb, postgres, mysql and redis powering a true micro services architecture managed by Kubernetes on AWS.This is an exciting time for Barefoot Coders. We're helping world-class companies of all sizes solve problems with exciting technologies. This opportunity starts as a contracted position, with possibility of full-time employment if you are open to it.Not the right person for the job? That's ok! If we wind up working with a candidate who mentions you sent them this link, we'll pay you $1,000.Interested? Apply here - https://bit.ly/2FUQdJV"
Twine,"Onsite | NYC or Bay Area | Data Engineer, Full-Stack EngineerTwine (https://twinelabs.com) helps companies make better decisions about the lives and careers of their employees. We’re growing rapidly, and already serve many of the world’s best technology companies: Evernote, Mapbox, Segment, Asana.We're hiring a Data Engineer to build our data infrastructure (ETL, schema design, APIs), and a Full-Stack Engineer for web development (data-driven, context-rich features and workflows).We're a small, high-intensity team (and well-funded by unicorn founders and Sand Hill Road VCs) - you'll have true ownership and incredible impact. We believe thoughtfulness, self-awareness, and empathy create great teams and products.* Python/Django/pandas/Airflow, React/ReduxReach out at jobs@twinelabs.com"
